id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7341057,Two Bedroom Suite in South Asheville,37737144,Kwadwo,28704,35.47536,-82.50085,Private room,75,1,147,1/18/2021,2.18,4,365
7418991,"""Studio C""  in Downtown! Private parking.",23092470,April,28801,35.5914,-82.55445,Entire home/apt,117,1,563,2/15/2021,8.3,4,0
7543799,Purple Door Studio Apt. W.Asheville,39527624,Stacy,28806,35.58142,-82.58783,Entire home/apt,91,2,305,2/14/2021,4.54,1,78
7546626,Home away from home 5miles from downtown,9624164,Angela,28806,35.59045,-82.62031,Entire home/apt,115,1,234,12/31/2020,4.42,1,0
7556089,Private Suite in Contemporary West Asheville Home,37942362,Tom,28806,35.57223,-82.59993,Private room,79,2,139,1/17/2021,2.57,2,10
7612231,Private Home with Private Grounds,37087591,Michael,28804,35.63071,-82.57153,Private room,49,2,84,2/15/2021,1.29,2,89
7630648,Sunny Modern Country Apartment with Hot Tub,40029182,Matthew,28805,35.64462,-82.48023,Entire home/apt,85,3,287,2/15/2021,4.29,3,64
7662484,Vintage Carriage House Apartment,2237126,Lou,28804,35.61472,-82.55189,Entire home/apt,100,2,159,12/11/2020,2.38,1,21
7665386,Location! On West Asheville Strip. Walk everywhere,40234911,Sage,28806,35.57907,-82.59423,Entire home/apt,82,2,288,1/31/2021,4.32,2,168
7674957,"West Asheville, private hot tub and pool!",40300316,Shane,28806,35.57531,-82.64233,Entire home/apt,146,2,173,2/14/2021,2.62,1,219
7693393,Asheville Beauty,40309465,Lee,28806,35.57786,-82.59364,Entire home/apt,229,1,140,2/14/2021,2.15,1,13
7745341,CARRIAGE HOUSE COTTAGE INDUSTRY ~ RURAL ~ 2M DWT,34822762,Fay & Marc,28805,35.61405,-82.5266,Entire home/apt,129,1,215,2/15/2021,4.97,1,169
7859259,Studio at Green Oaks Community,481489,Valerie,28804,35.63038,-82.58295,Entire home/apt,93,14,94,11/6/2020,1.41,3,70
7887572,Charming Bungalow Apartment - Biltmore Area,15691039,Rahm,28803,35.56465,-82.53233,Entire home/apt,88,2,118,2/15/2021,3.86,1,256
7938930,SweetPineHouse monthly rental fully outfitted!,12516488,Trish & Steph,28803,35.57646,-82.53607,Entire home/apt,50,30,6,8/4/2018,0.09,2,251
7940019,Walk to Mission Hosp 30 day minimum rental  2 bdrm,12516488,Trish & Steph,28803,35.57427,-82.53703,Entire home/apt,60,28,4,11/18/2020,0.06,2,255
7947839,Romantic & Bohemian Private Studio,41909545,Christal,28801,35.60129,-82.5556,Entire home/apt,76,1,527,1/31/2021,7.96,1,298
7966916,West Asheville top floor sleeps 3,14686944,Jenifer,28806,35.57169,-82.58846,Private room,60,2,160,3/18/2020,2.44,1,53
7967886,Clean Simple Modern Furnished Apartment 60 day min,31173521,Leon And Stella,28803,35.57929,-82.53833,Entire home/apt,50,60,14,12/23/2020,0.21,1,12
7995120,Trails End Pisgah Natl Forest 12 min DT Asheville,722034,Darlene And Ron,28806,35.49902,-82.61658,Entire home/apt,186,2,41,1/1/2021,0.66,10,353
8051829,mid century look w private entrance | no xtra fees,42522378,Dana,28806,35.59431,-82.60431,Private room,70,2,133,11/15/2020,1.99,1,85
8085716,Country Living in the City Limits,37087591,Michael,28804,35.63113,-82.57205,Private room,49,2,131,11/2/2020,1.97,2,365
8089299,Simple Clean and restful,637074,Johanna,28805,35.5859,-82.50314,Private room,55,2,11,11/30/2020,0.18,4,363
8173732,DOWNTOWN Asheville Cute 2/1 Great Front Porch Yard,32163305,Lisa,28801,35.60637,-82.54732,Entire home/apt,178,30,30,9/25/2020,0.45,3,251
8193368,Cozy AVL Suite Near Everything,36614639,Kambra,28805,35.60002,-82.50277,Entire home/apt,89,2,286,2/14/2021,4.31,1,302
8211404,Suzies  Asheville HOT TUB   Views Privacy,41727732,Suzanne,28803,35.4904,-82.51177,Entire home/apt,218,3,18,2/7/2020,0.33,1,48
8246075,1925 Bungalow in the Heart of West,6077075,Kimberly,28806,35.57533,-82.59728,Private room,99,2,45,11/11/2019,0.68,1,138
8265544,5 Star Luxury Near Downtown & Biltmore,43536753,Tracy And Brent,28806,35.54128,-82.59905,Entire home/apt,193,1,305,2/15/2021,4.65,1,218
8266788,5 Mins to Downtown/ 2 MIns-Biltmore,1686503,Robbie,28803,35.57594,-82.54484,Entire home/apt,300,2,27,11/29/2020,0.41,1,85
8310318,Studio apartment in tranquil settin,1292070,Annie,28805,35.59734,-82.50869,Entire home/apt,61,30,3,8/30/2020,0.05,2,87
8362668,"Private floor, stroll to W. AVL",23163164,David,28806,35.57634,-82.59944,Entire home/apt,79,1,408,2/7/2021,6.18,1,178
8427121,Beautifully appointed apt in mtns,40822999,Karen,28803,35.49877,-82.4772,Entire home/apt,93,1,63,10/16/2019,0.96,1,323
8443279,WALKING DISTANCE TO DOWNTOWN!,18376463,Mike,28801,35.61148,-82.55223,Entire home/apt,79,2,92,2/12/2021,1.42,1,270
8576671,Three-Room Suite with Private Entrance,37120963,Bill,28806,35.56753,-82.61722,Private room,67,1,211,1/18/2021,3.23,1,336
8593492,Cabin 400 sq all for  you.,45217605,Gathai,28732,35.44149,-82.52298,Private room,100,2,56,12/29/2020,0.88,2,365
8624659,Modern Downtown Loft,42676282,Amanda,28801,35.59497,-82.55425,Entire home/apt,193,2,292,1/18/2021,4.52,3,346
8664712,Two Block Walk from Apt to Downtown,45522770,Frank & Peter,28801,35.59874,-82.56017,Entire home/apt,250,2,110,1/24/2021,1.69,1,331
8672247,East-West Asheville Beauty,45552832,Bruce / Jeanne,28806,35.57233,-82.57449,Entire home/apt,70,30,217,1/21/2021,3.74,1,98
8721288,"Entire apt. 2 miles: Biltmore, 5 miles: downtown !",45774017,Rita,28803,35.55258,-82.50942,Entire home/apt,120,2,132,10/21/2019,2.03,1,323
8741844,"Lake view, Children-Friendly Cabins",45860533,Rumi,28704,35.46334,-82.55487,Entire home/apt,195,3,3,8/26/2020,0.37,1,345
8782463,Apartment 1 mile from  Downtown Asheville,11246730,Damon,28801,35.60654,-82.54343,Entire home/apt,52,1,458,2/15/2021,7.04,1,338
9022608,Easy Walk Downtown - Sleeps 5,34263964,Angie,28801,35.60612,-82.55218,Entire home/apt,112,1,420,1/24/2021,6.58,2,331
9062255,Soak up the Rays in the Solarium at a Zen Garden Suite,47271331,Norma,28805,35.59957,-82.49938,Private room,115,1,283,1/31/2021,4.4,1,0
9243493,Log Cabin Near Downtown Asheville,48040470,Georgia,28804,35.64256,-82.52125,Entire home/apt,285,3,3,9/3/2018,0.05,1,28
9254177,WALK TO DOWNTOWN ASHEVILLE: Garden Homestay Room,1675743,V,28801,35.58533,-82.5512,Private room,34,1,46,1/14/2021,1.49,3,11
9282426,Downtown  Get Around #3,6618494,Reid,28801,35.60187,-82.55415,Entire home/apt,88,30,146,11/14/2020,2.64,3,90
9344195,"Private Entrance, Top O' The Knob Chalet Suite",48495453,"Ken, And Patti",28806,35.57806,-82.64202,Entire home/apt,79,3,25,4/13/2018,0.41,1,288
9476164,"Walk to cafes, pubs, music",49114420,Lori,28806,35.57493,-82.59199,Entire home/apt,83,2,205,2/14/2021,3.21,1,15
9562953,"Elegant, cozy, in-town, with  private hot-tub!",7835259,Lise Anne,28801,35.60576,-82.54367,Entire home/apt,165,7,4,7/31/2019,0.07,1,47
9661460,Scenic Mountain Retreat,29950328,Ellie,28805,35.64403,-82.47455,Entire home/apt,196,2,169,2/15/2021,2.88,1,160
9794899,Downtown Asheville-Great Location & Free Parking!!,50478143,Jean,28801,35.59541,-82.55304,Entire home/apt,215,27,62,1/31/2021,1.03,1,319
9906491,"Sheriff's Station - Historic House, West Asheville",50939862,Duncan,28806,35.57414,-82.57118,Private room,86,2,30,10/24/2020,0.88,1,201
9944111,Serenity Yurt,51104544,Simms,28805,35.61599,-82.48873,Entire home/apt,124,2,172,1/29/2021,2.76,3,246
10084836,Downtown Asheville Cottage,13713928,Graham,28801,35.59891,-82.54969,Entire home/apt,85,30,60,8/29/2020,0.96,1,331
10085566,Cozy private furnished basement eff mins to town.,29820165,Kathleen,28805,35.59999,-82.51583,Entire home/apt,60,30,12,7/31/2020,0.26,1,364
10089256,"Mountain Views, Private Retreat, 15 min frm dwntwn",6278782,Robert,28804,35.65258,-82.54259,Private room,112,3,142,2/15/2021,2.46,1,79
10263107,Corner Cottage,52768352,Andrew,28801,35.59871,-82.56136,Entire home/apt,299,4,12,2/14/2021,0.19,1,78
10289755,Apartment with a View,11981228,Mike,28804,35.638,-82.57792,Entire home/apt,95,3,134,3/17/2020,2.33,1,323
10360188,Perfectly cozy location 1/2 mile to downtown.,1137761,V,28801,35.60129,-82.55617,Private room,75,2,266,12/30/2020,4.29,1,170
10464357,"Country haven, minutes to downtown, private pond",53922056,Katherine,28803,35.53832,-82.48607,Entire home/apt,193,3,12,7/15/2019,0.45,4,326
10524188,Luxury Modern Loft in Historic Central Downtown Building,28629826,Ricardo,28801,35.59558,-82.55384,Entire home/apt,204,2,84,1/2/2021,1.4,2,351
10524253,Blue  Ridge Cottage w/HOT TUB-Minutes to Downtown,24730814,Toni,28715,35.56264,-82.65691,Entire home/apt,161,45,51,9/14/2020,2.78,2,0
10632884,Private Suite by downtown/Biltmore/River Arts/more,54888484,Billy,28801,35.57425,-82.55785,Entire home/apt,48,1,353,1/5/2020,6.23,1,232
10635789,lovely peaceful room w coffee- central AVL east,21702831,Lynn,28803,35.56556,-82.51014,Private room,75,3,117,2/16/2020,1.98,3,89
10674355,Creekside Home Close to Everything,25363524,Katy,28804,35.6422,-82.51221,Entire home/apt,125,2,249,1/17/2021,4.25,1,271
10785231,Secluded but convenient cabin,51104544,Simms,28805,35.61422,-82.48926,Entire home/apt,114,2,33,1/25/2021,0.55,3,332
10853381,A Cottage At Willow Pond,56216396,Terri,28704,35.45656,-82.56596,Entire home/apt,190,2,18,2/9/2021,0.31,1,302
10900676,The Arch suite,9309798,Kathie,28806,35.56753,-82.5954,Entire home/apt,93,1,231,3/15/2020,4.89,1,0
10909034,New house! Walk Dtown & River Arts,7067265,Jamie,28801,35.5881,-82.56742,Entire home/apt,100,28,3,4/11/2016,0.05,1,37
10922152,Downtown/River Arts District Studio,39286676,M K,28801,35.58252,-82.56264,Entire home/apt,40,30,18,12/31/2020,0.3,1,169
11182596,Ladyhawk Retreat,58202090,Jacqueline,28704,35.43613,-82.57344,Private room,75,1,49,1/3/2021,0.85,1,365
11242744,"Country feel, city appeal, minutes to Asheville",58634762,Peter And Jackie,28715,35.54971,-82.66169,Entire home/apt,158,2,95,2/14/2021,1.59,1,228
11259192,20's Bungalow Downtown/Biltmore/Kenilworth,58762991,Misty,28803,35.57595,-82.54123,Entire home/apt,120,30,11,10/6/2016,0.18,1,28
11283225,Airstream On The River,55571849,Kurt,28803,35.5651,-82.58711,Entire home/apt,84,1,199,1/1/2021,4.42,1,123
11291801,"Private, secluded cabin-wood/fireplace/hot tub.",44117628,Kelly,28806,35.5964,-82.65604,Entire home/apt,104,2,74,2/11/2021,1.25,2,290
11388248,Mountain Top Retro Rental,40784975,David,28801,35.59463,-82.53867,Entire home/apt,115,2,236,1/2/2021,4.19,1,230
11421709,Hazel's Hideaway - Walk Downtown,25316948,Heidi + Chris,28801,35.59832,-82.567,Entire home/apt,84,3,213,2/16/2021,3.65,1,332
11483381,Asheville Mountainside Retreat,59538295,Jeanine,28805,35.64108,-82.47238,Entire home/apt,136,7,96,11/27/2020,1.67,2,152
11489172,Our lil' blue house - relax and enjoy AVL,50373206,Kate,28804,35.63132,-82.55792,Entire home/apt,125,2,83,11/16/2020,1.95,1,304
11510567,Convenient Biltmore/Downtown home,60649962,Mary Catherine,28803,35.56629,-82.53165,Private room,130,2,108,11/29/2020,1.8,1,0
11553531,Mountain Retreat with Hot Tub,48937991,Bob And Carrie,28803,35.5542,-82.49001,Private room,64,2,73,3/8/2020,1.21,1,0
11586894,"3,000 ft Mountain Views 3mi to DT Asheville, renovated 01/21to 5 BR/5.5BA",31979774,Bernadette And Dave,28804,35.62605,-82.51764,Entire home/apt,787,3,52,1/2/2021,0.9,3,320
11609580,"Spacious, Chic Grove Park Studio - 5 Min Dwntwn",3156619,Clara,28801,35.61484,-82.54227,Entire home/apt,120,2,213,2/14/2021,4.05,1,259
11701027,Spacious 700 sq. ft. Suite in South Asheville,37737144,Kwadwo,28704,35.47528,-82.50271,Entire home/apt,48,1,386,1/17/2021,6.42,4,361
11811039,N. Asheville Retreat with King Bed and Views,2566529,Jan,28804,35.64124,-82.57308,Entire home/apt,101,2,162,12/15/2020,2.93,1,355
11925721,Chicken Hill Cottage in the River Arts District,19704488,Richie,28801,35.5899,-82.5658,Entire home/apt,155,2,117,2/15/2021,2.78,1,55
11938223,Cabin by the pond,18089084,Patricia,28803,35.54698,-82.49314,Entire home/apt,115,2,47,12/22/2020,0.79,2,354
11947108,"Private 2BR suite near Biltmore, Brews & Downtown",12949639,Roger And Mary,28803,35.57818,-82.54402,Entire home/apt,81,2,207,2/14/2021,3.71,1,285
12105828,Historic Grove Park rental - Apt #2,46228285,Kathryn,28801,35.61508,-82.54136,Entire home/apt,90,30,5,8/31/2019,0.08,4,292
12107874,Sunny Downstairs Apartment,64927386,Becca,28801,35.58393,-82.56011,Entire home/apt,129,2,221,1/3/2021,3.79,1,359
12144656,Cottage McIntyre Near Downtown! Weddings!,43818498,Christine Michele,28806,35.61663,-82.59896,Entire home/apt,124,2,190,2/14/2021,3.3,2,337
12182918,MONTHLY - Grove Park - Charming Guest House,183656,Kim,28804,35.61164,-82.54167,Entire home/apt,72,30,0,,,1,177
12186372,Beer City Boutique,22215473,Kelsey,28801,35.59168,-82.56354,Entire home/apt,83,1,688,1/24/2021,11.59,1,311
12188215,Retreat outside gates of Biltmore Estate unit two,7938475,Sherrye,28803,35.56694,-82.54206,Entire home/apt,199,2,136,2/15/2021,2.31,1,365
12189623,Historic Grove Park  - Apartment #1,46228285,Kathryn,28801,35.61453,-82.54326,Entire home/apt,90,30,30,11/7/2020,0.51,4,0
12222050,Mountaintop Retreat near Downtown Asheville,65744660,Kristina,28804,35.62626,-82.53422,Entire home/apt,275,2,142,1/3/2021,2.6,1,297
12229453,Retreat in Downtown Asheville,61981814,Jeff,28801,35.58959,-82.56458,Entire home/apt,207,2,174,1/25/2021,2.94,1,230
12250733,West AVL Urban Retreat (Monthly),6773853,Ricky,28806,35.56921,-82.57358,Entire home/apt,70,30,16,1/4/2021,0.27,1,101
12251952,NEW: Private Room is like a treehouse in the woods,7827938,Tori,28801,35.59829,-82.56682,Private room,79,1,93,1/18/2021,1.68,2,48
12266103,City Lights,24707668,Suzy,28804,35.60168,-82.54076,Entire home/apt,244,3,18,11/9/2020,0.31,1,289
12281167,Be Well: Walk to Downtown AVL,3562687,Laura,28801,35.60427,-82.54781,Private room,42,3,191,2/5/2021,3.93,1,49
12286328,Mixed Dorm Lower Bunk #1,746673,BonPaul,28806,35.57893,-82.59564,Shared room,33,1,118,2/14/2021,2,7,322
12290379,ZEN APARTMENT - feels like ur own little apartment,21702831,Lynn,28803,35.56561,-82.50872,Private room,90,3,117,3/10/2020,1.98,3,90
12310425,Haywood House Asheville (West Asheville),64613905,Haywood,28806,35.57954,-82.59676,Entire home/apt,346,3,82,1/2/2021,1.45,1,358
12363894,The best view in Asheville!,58770625,John,28805,35.63128,-82.47306,Entire home/apt,478,1,294,2/16/2021,5.65,1,190
12377575,Mountain Cabin Near Downtown,2992564,Courtney,28805,35.61644,-82.52327,Entire home/apt,425,2,73,1/3/2021,1.27,1,162
12400514,Beautiful Modern Suite with Hot Tub,31012477,Lisa,28806,35.57397,-82.59973,Entire home/apt,128,1,400,2/2/2021,6.95,1,134
12470763,RainbowUnicorn & Paris of the South,43095235,Terra,28806,35.57689,-82.58181,Private room,127,2,28,10/25/2020,0.49,2,365
12472966,The Guesthouse at Deer Crossing,67509318,Cindy,28704,35.45488,-82.56556,Entire home/apt,100,2,52,2/7/2021,3.28,2,114
12543684,"10 minutes to Downtown & Biltmore, Next to Parkway",67969363,Jon And Emily,28803,35.55371,-82.47744,Entire home/apt,115,2,380,2/7/2021,6.47,5,347
12587092,"""Tree house"" in South Asheville",31174094,Walter,28803,35.49374,-82.51547,Private room,39,3,24,3/10/2020,0.87,2,45
12599311,"Lovely, welcoming, walkable",487495,Alisha,28806,35.58465,-82.59118,Private room,54,1,421,12/21/2020,7.22,3,39
12600829,Sweet suite for families & friends,487495,Alisha,28806,35.58452,-82.58999,Entire home/apt,70,1,316,1/30/2021,5.43,3,40
12600850,Bunks for family and friends,487495,Alisha,28806,35.58435,-82.59184,Private room,54,1,333,12/21/2020,5.72,3,39
12685614,Historic Grove Park - Apartment #4,46228285,Kathryn,28801,35.61494,-82.5414,Entire home/apt,90,30,24,4/5/2020,0.41,4,296
12761982,Urban Farmhouse,66592539,Natalie,28804,35.6333,-82.57949,Private room,40,30,47,11/6/2017,0.8,2,0
12763722,Mountain View Cottage with Hot Tub,15788000,Lisa,28715,35.51462,-82.6508,Entire home/apt,180,1,428,2/2/2021,7.5,6,294
12782770,"Convenient to Breweries, Biltmore, Downtown, River",69562008,David,28803,35.5786,-82.53906,Entire home/apt,129,3,135,2/14/2021,2.36,1,365
12809255,Cheryl's W. Asheville Chalet,69829206,Cheryl,28806,35.57484,-82.60454,Private room,65,1,91,11/1/2020,2.08,1,40
12810440,Modern in Downtown Walkable West Asheville,69842230,Nicole,28806,35.57363,-82.59925,Entire home/apt,79,1,202,1/3/2021,3.55,1,161
12834984,Unique Hand-built Cabin in the City,7852014,Michael,28801,35.60898,-82.55764,Entire home/apt,86,30,141,1/31/2021,2.49,1,210
12835184,NEW studio apartment in Downtown Asheville!,8089511,Laura,28801,35.5825,-82.55976,Entire home/apt,114,2,184,2/2/2021,3.19,1,77
12848084,S. Asheville Private Apartment with Mountain Views,70178019,Leslie,28732,35.44921,-82.48841,Entire home/apt,85,4,193,1/21/2021,3.64,1,165
12871394,Retreat outside gates of Biltmore Estate unit one,7610213,Sydney,28803,35.56694,-82.54206,Entire home/apt,199,2,189,2/14/2021,3.29,1,360
12925044,Charming Arts & Crafts Home-20 min downtown AVL,14165703,Jill,28704,35.45235,-82.50085,Entire home/apt,99,2,82,1/25/2021,1.5,1,9
12944995,Country Garden Getaway with Hot Tub,40029182,Matthew,28805,35.64338,-82.47877,Entire home/apt,74,3,214,1/31/2021,3.69,3,130
12970301,Clean & Spacious Apartment w/Full Kitchen & W/D,961396,Timo,28806,35.58703,-82.61764,Entire home/apt,47,30,143,2/2/2021,2.49,1,292
12989718,Female Dorm Bottom Bunk at BPS Hostel,746673,BonPaul,28806,35.57893,-82.59564,Shared room,33,1,71,2/14/2021,1.22,7,319
13017092,Raven's Nest Cottage,71845182,Ted,28801,35.60672,-82.54373,Entire home/apt,145,2,141,11/8/2020,2.49,1,196
13093505,"Heart of Downtown - Bright,Spacious,Historic",23092470,April,28801,35.59184,-82.55412,Entire home/apt,120,1,388,2/14/2021,6.88,4,259
13112074,Sam's Cottage,72903706,Katherine,28804,35.63241,-82.53039,Entire home/apt,147,2,121,1/31/2021,2.13,2,82
13136198,Urban Farm Studio ~ Close to Everything!,71564543,Renee,28806,35.57393,-82.61061,Entire home/apt,105,2,194,3/8/2020,3.5,1,0
13186091,"Bluebird Sanctuary. Mt view, walk downtown, W Ashe",51831860,Annelise,28806,35.58489,-82.56988,Entire home/apt,130,3,61,11/30/2020,1.07,1,62
13206560,Downtown Loft with Balcony,2307713,Krista,28801,35.59502,-82.55316,Entire home/apt,179,1,428,2/12/2021,7.55,3,276
13224612,In the Heart of West Asheville,59215839,Julie,28806,35.57862,-82.60593,Private room,80,2,45,11/1/2020,0.79,1,0
13231021,"Easy Access to Downtown & Hiking, Sparkling Clean!",14764795,Linda,28803,35.55623,-82.49189,Entire home/apt,275,3,74,10/18/2020,1.37,1,5
13234214,Mama Dee's Hide Away,17162742,Kirk,28704,35.4357,-82.57821,Entire home/apt,167,3,4,12/31/2020,0.08,1,220
13258472,STEAMPUNK SUITE@UTOPIA ~ HOT-TUB ~ DWTN 2M ~ RURAL,1994122,Marc & Fay,28805,35.61317,-82.52412,Entire home/apt,129,1,378,1/3/2021,6.71,8,160
13274313,"Montford Apt w/Deck, Quiet, Private, Walk Downtown",16465325,Matt & Lulu,28801,35.59754,-82.56632,Entire home/apt,126,2,145,1/11/2021,2.74,1,335
13279595,ZenMtn Treehouse (Lower Level)NO Cleaning Fee,74862179,Rebecca,28803,35.55623,-82.47698,Private room,91,1,137,12/8/2019,2.39,2,48
13312601,Simple but Sweet Cottage House,75238397,Becky,28704,35.45764,-82.54412,Entire home/apt,125,2,122,2/14/2021,2.21,1,179
13326253,Modern  Loft  in the center of West Asheville,1872084,Linda And Rafael,28806,35.58032,-82.5999,Entire home/apt,102,2,171,1/26/2021,3.03,3,161
13333422,Mt Views in the heart of W. Asheville ( below apt),75476230,Jennifer,28806,35.57319,-82.57666,Entire home/apt,113,1,113,11/8/2020,2.01,1,365
13340576,"Spacious, Garden Suite w/ Private Porch",12585232,George,28806,35.5969,-82.61442,Entire home/apt,91,1,149,2/23/2020,2.63,1,167
13348419,Charming Asheville Cottage at Beaver Lake,57640272,Ellen,28804,35.63316,-82.56708,Entire home/apt,130,2,75,10/24/2020,1.33,1,129
13355384,"Large 2 bed loft in W. Avl, bring the whole family",1872084,Linda And Rafael,28806,35.58161,-82.59897,Entire home/apt,142,2,183,1/31/2021,3.25,3,156
13386987,"Studio 54: Private cottage, 30-day",1335315,Lindsay,28803,35.55003,-82.53443,Entire home/apt,40,30,105,8/1/2020,1.86,1,89
13388627,Explore Asheville at a Bright Pad with Pops of Rich Red,32054468,Jeremy,28801,35.59437,-82.56054,Entire home/apt,180,1,90,1/25/2021,1.59,4,331
13426466,Asheville Studio w/ Sleeping Loft - Walk Downtown!,76545940,Hilary,28801,35.60229,-82.56237,Entire home/apt,74,30,32,5/27/2019,0.56,2,180
13429035,Asheville Cottage With All the Comforts of Home,19333726,Sue,28704,35.48065,-82.51434,Entire home/apt,175,3,24,11/2/2020,0.42,2,323
13514183,Radiant Apartment in Downtown Asheville,32054468,Jeremy,28801,35.59437,-82.56054,Entire home/apt,180,1,85,1/18/2021,1.54,4,325
13524286,Explore the Arts District from a Century Building Apartment,32054468,Jeremy,28801,35.59437,-82.56054,Entire home/apt,180,1,74,1/3/2021,1.3,4,361
13556933,Sunporch Suite w/ private entrance,78069256,Laura,28804,35.63261,-82.53672,Entire home/apt,63,1,199,2/6/2021,3.64,2,33
