INSTITUTION NAME,AGE,INITIAL HIRE DATE,JOB CATEGORY,EMPLOYEE ANNUAL BASE SALARY,EMPLOYEE HOME DEPARTMENT,PRIMARY WORKING TITLE
NCSU,35,31-Jul-18,Assistant Professor,130000,Dept of Clinical Sciences,Asst Professor
NCSU,32,1-Jul-19,Assistant Professor,120000,Ag & Resource Economics,Asst Professor
NCSU,41,1-Jun-14,Associate Professor,111475,Ag & Resource Economics,Teaching Assoc Professor
NCSU,45,13-Aug-01,Associate Professor,96900,Animal Science,Teaching Assoc Professor
NCSU,61,16-Apr-02,Professor,112566,Biological Sciences,Professor
NCSU,62,1-Jul-01,Professor,112154,Biological Sciences,Professor
NCSU,54,1-Jul-00,Professor,150000,Mathematics,Professor
NCSU,31,14-Apr-20,Assistant Professor,80000,Electrical & Computer Engr.,Research Asst Professor
NCSU,62,1-Jul-03,Professor,128448,Mechanical & Aerospace Engr,Professor
NCSU,42,2-May-07,Professor,129584,Electrical & Computer Engr.,Professor
NCSU,41,1-Jul-19,Associate Professor,96000,For & Envir Res Acad Research,Assoc Professor
NCSU,33,1-Jul-20,Assistant Professor,71000,English,Asst Professor
NCSU,41,1-Jul-08,Assistant Professor,48000,Foreign Languages And Literatu,Teaching Asst Professor
NCSU,65,16-Aug-98,Professor,207663,"Mgmt, Innovation&Entrepreneur",Professor
NCSU,49,1-Jul-03,Professor,106765,Statistics,Professor
NCSU,39,3-Feb-20,Assistant Professor,135000,Dept of Clinical Sciences,Clinical Asst Professor
NCSU,51,1-Jul-08,Professor,128860,ELPHD,Professor
NCSU,43,1-Jul-16,Assistant Professor,94742,Graphic & Industrial Design,Asst Professor
NCSU,39,1-Jul-17,Associate Professor,105575,Civil Const & Environ Engineer,Assoc Professor
NCSU,47,16-Aug-98,Associate Professor,100077,Crop & Soil Sciences,Assoc Professor
NCSU,46,3-Sep-13,Professor,98396,Physics,Professor
NCSU,33,1-Jul-20,Assistant Professor,100000,Business Management-Poole COM,Asst Teaching Professor
NCSU,57,1-May-07,Professor,193783,Fitts Dept Indust & Syst Engr,Named Professor
NCSU,61,1-Jul-86,Professor,148896,Dept of Clinical Sciences,Professor
NCSU,49,1-Jul-20,Associate Professor,140000,Mechanical & Aerospace Engr,Assoc Professor
NCSU,50,16-Aug-16,Associate Professor,115184,Kannapolis Research,Assoc Professor
NCSU,68,28-Sep-18,Assistant Professor,120000,"Dept-Population,Health,Pathobi",Clinical Asst Professor
NCSU,38,16-Feb-16,Assistant Professor,116030,Dept Molecular Biomedical Scie,Asst Professor
NCSU,56,10-Jun-97,Professor,125369,Animal Science,Extension Specialist
NCSU,34,15-Jun-09,Assistant Professor,96717,Crop & Soil Sciences,Asst Professor
NCSU,31,16-Apr-18,Assistant Professor,85000,Crop & Soil Sciences,Asst Professor
NCSU,49,1-Oct-14,Professor,122937,Electrical & Computer Engr.,Professor
NCSU,54,1-Jun-14,Associate Professor,127740,Computer Science-engr,Assoc Professor
NCSU,36,12-Jun-06,Assistant Professor,78000,Electrical & Computer Engr.,Asst Teaching Professor
NCSU,57,1-Jul-01,Professor,170958,Chemical & Biomolecular Engr,Named Professor
NCSU,69,1-May-80,Professor,143193,Crop & Soil Sciences,Named Professor
NCSU,38,1-Jul-18,Associate Professor,106090,Mechanical & Aerospace Engr,Assoc Professor
NCSU,37,16-Dec-19,Assistant Professor,120000,"Dept-Population,Health,Pathobi",Clinical Asst Professor
NCSU,49,8-Jul-17,Assistant Professor,125000,Dept of Clinical Sciences,Asst Professor
NCSU,36,16-May-09,Assistant Professor,120000,Advanced Analytics,Teaching Asst Professor
NCSU,37,18-Mar-15,Assistant Professor,92000,Entomology & Plant Pathology,Asst Professor
NCSU,73,24-Aug-81,Professor,104104,History,Professor
NCSU,62,16-Aug-88,Professor,118060,Electrical & Computer Engr.,Professor
NCSU,42,1-Jul-13,Associate Professor,90000,"Textile Engineering, Chemistry",Assoc Professor
NCSU,35,1-Jan-15,Associate Professor,97634,Mathematics,Assoc Professor
NCSU,31,1-Jul-19,Assistant Professor,84000,Psychology,Asst Professor
NCSU,57,30-Sep-03,Assistant Professor,52191,Chemistry,Research Asst Professor
NCSU,65,31-May-93,Professor,153825,Ag & Resource Economics,Extension Specialist
NCSU,39,1-Jul-16,Assistant Professor,76385,"Parks, Recreation & Tourism Mg",Asst Professor
NCSU,57,28-Jul-97,Assistant Professor,76547,"Parks, Recreation & Tourism Mg",Teaching Asst Professor
NCSU,70,20-Jul-78,Professor,172547,Ag & Resource Economics,Named Professor
NCSU,69,16-Aug-85,Associate Professor,102890,Entomology & Plant Pathology,Extension Associate Professor
NCSU,64,1-Jul-86,Professor,149013,Entomology & Plant Pathology,Extension Specialist
NCSU,34,1-Apr-15,Assistant Professor,116593,Dept Molecular Biomedical Scie,Asst Professor
NCSU,37,1-Jan-17,Assistant Professor,90000,Dept of Clinical Sciences,Research Asst Professor
NCSU,34,21-Dec-20,Assistant Professor,90000,Prestage Poultry Science,Asst Professor
NCSU,51,1-Jul-01,Professor,188399,Business Management-Poole COM,Professor
NCSU,45,1-Jul-10,Associate Professor,94480,TELS,Assoc Professor
NCSU,47,1-Jul-16,Associate Professor,76267,English,Assoc Professor
NCSU,50,20-May-08,Associate Professor,76306,English,Assoc Professor
NCSU,45,1-Jan-19,Associate Professor,120000,Fitts Dept Indust & Syst Engr,Assoc Professor
NCSU,50,1-Apr-11,Associate Professor,90435,Physics,Assoc Professor
NCSU,35,1-Jan-18,Assistant Professor,88000,Forest Biotech Program,Asst Professor
NCSU,31,1-Jul-19,Assistant Professor,87000,Statistics,Teaching Asst Professor
NCSU,53,1-Jul-02,Professor,132137,MS Comp Networking-ECE,Professor
NCSU,36,1-Jul-18,Assistant Professor,82000,Animal Science,Asst Professor
NCSU,40,1-Nov-17,Assistant Professor,95500,Biological And Agricultural En,Asst Professor
NCSU,41,1-Sep-16,Assistant Professor,91670,Animal Science,Asst Professor
NCSU,44,1-Dec-09,Associate Professor,96727,Agricultural & Human Sciences,Assoc Professor
NCSU,50,1-Jul-03,Associate Professor,85757,School of Social Work,Assoc Professor
NCSU,60,1-Jul-02,Associate Professor,74735,Chemistry,Teaching Assoc Professor
NCSU,53,1-Jul-03,Associate Professor,145168,Business Management-Poole COM,Assoc Professor
NCSU,62,16-Aug-90,Professor,101281,Interdisciplinary Studies,Professor
NCSU,55,1-Sep-05,Associate Professor,113920,Computer Science-engr,Assoc Professor
NCSU,69,8-Sep-97,Professor,134271,Entomology & Plant Pathology,Associate Head
NCSU,65,1-Jul-12,Professor,160000,For & Envir Res Acad Research,Professor
NCSU,27,1-Jun-20,Assistant Professor,82000,Animal Science,Asst Professor
NCSU,50,7-Nov-17,Assistant Professor,70700,Physics,Teaching Asst Professor
NCSU,46,1-Jul-08,Associate Professor,93127,"Marine, Earth And Atmospheric",Assoc Professor
NCSU,67,1-Jul-79,Professor,143562,Horticultural Science,Professor
NCSU,38,1-Jan-17,Assistant Professor,97227,Chemical & Biomolecular Engr,Asst Professor
NCSU,73,1-Jul-04,Professor,220091,"Mgmt, Innovation&Entrepreneur",Professor
NCSU,69,30-Sep-87,Professor,111299,Crop & Soil Sciences,Professor
NCSU,50,1-Jan-04,Professor,127414,Physics,"Professor, Univ Fac Scholar"
NCSU,35,1-Jan-19,Assistant Professor,67000,Sociology & Anthropology,Asst Professor
NCSU,52,3-Dec-12,Associate Professor,133000,Advanced Analytics,Assoc Teaching Professor
NCSU,41,20-Jan-15,Assistant Professor,122787,Dept of Clinical Sciences,Asst Professor
NCSU,69,22-Jun-09,Professor,172851,Chemical & Biomolecular Engr,Professor
NCSU,62,1-Jul-89,Professor,117800,Tree Improvement Cooperative,Professor
NCSU,58,4-Sep-97,Professor,120106,Horticultural Science,Extension Specialist
NCSU,68,1-Dec-99,Associate Professor,93506,Crop & Soil Sciences,Assoc Professor
NCSU,75,1-Jan-10,Professor,95605,FREEDM Center,Professor of the Practice
NCSU,35,1-Jun-18,Assistant Professor,200000,Accounting-Poole COM,Asst Professor
NCSU,38,1-Jul-20,Assistant Professor,85000,For & Envir Res Acad Research,Assoc Professor
NCSU,46,1-Jul-17,Professor,134000,Entomology & Plant Pathology,Professor
NCSU,41,1-Nov-14,Associate Professor,99197,Psychology,"Assoc Prof., Univ Fac Scholar"
NCSU,57,1-Jul-94,Professor,139089,Entomology & Plant Pathology,Named Professor
NCSU,57,16-Aug-98,Associate Professor,81582,Communication,Assoc Professor
NCSU,58,1-Jul-02,Professor,187729,Institute For Trans Research &,Director
NCSU,56,16-Aug-92,Assistant Professor,73181,Mathematics,Teaching Asst Professor
NCSU,41,1-Jul-08,Professor,143769,Electrical & Computer Engr.,Professor
NCSU,43,1-Jul-09,Professor,126614,Chemistry,"Professor, Univ Fac Scholar"
NCSU,30,1-Jul-19,Assistant Professor,100000,Statistics,Asst Professor
NCSU,58,16-May-00,Professor,249425,Computer Science-engr,Named Professor
NCSU,57,1-Oct-20,Professor,185000,Biomedical Program - ENG,Professor of the Practice
NCSU,61,1-Jan-96,Professor,163807,CALS - Academic Programs,Director
NCSU,37,1-Jul-16,Assistant Professor,72000,TELS,Asst Professor
NCSU,68,16-Aug-92,Associate Professor,80235,Psychology,Assoc Professor
NCSU,49,1-Jul-07,Associate Professor,78412,TELS,Assoc Professor
NCSU,79,16-Aug-92,Professor,182629,English,Professor
NCSU,34,1-Jan-18,Assistant Professor,99910,Electrical & Computer Engr.,Asst Professor
NCSU,41,1-Jul-13,Assistant Professor,71400,"Textile & Apparel, Technology",Asst Professor
NCSU,34,26-Mar-18,Assistant Professor,85000,Crop & Soil Sciences,Asst Professor
NCSU,58,18-Aug-97,Assistant Professor,85000,Prestage Poultry Science,Teaching Asst Professor
NCSU,52,1-Jul-13,Professor,193759,Statistics,Named Professor
NCSU,56,1-Jul-99,Professor,128488,Mechanical & Aerospace Engr,Professor
NCSU,41,1-Jul-16,Assistant Professor,101249,Electrical & Computer Engr.,Asst Professor
NCSU,30,1-Jul-19,Assistant Professor,100000,Nuclear Engineering,Asst Professor
NCSU,44,28-Jun-05,Associate Professor,69065,Foreign Languages And Literatu,Assoc Professor
NCSU,69,1-Sep-93,Associate Professor,103251,Psychology,Assoc Professor
NCSU,63,7-Aug-95,Associate Professor,96305,Animal Science,Research Professor
NCSU,58,1-Jan-01,Professor,115446,Plant and Microbial Biology,Professor
NCSU,38,1-Jul-15,Assistant Professor,94087,Statistics,Asst Professor
NCSU,55,20-Aug-05,Professor,107085,Plant and Microbial Biology,Professor
NCSU,60,16-Aug-92,Professor,115593,"Marine, Earth And Atmospheric",Professor
NCSU,44,1-Jul-18,Associate Professor,112000,Mechanical & Aerospace Engr,Assoc Professor
NCSU,48,3-Jun-13,Associate Professor,101100,Biochemistry,Assoc Professor
NCSU,37,1-Jul-16,Assistant Professor,112602,Fitts Dept Indust & Syst Engr,Asst Professor
NCSU,49,1-Jul-10,Professor,113234,"Textile & Apparel, Technology",Professor
NCSU,38,23-Nov-16,Assistant Professor,82000,Electrical & Computer Engr.,Research Asst Professor
NCSU,41,1-Jul-17,Assistant Professor,102000,Nuclear Engineering,Asst Professor
NCSU,33,30-Jun-16,Assistant Professor,92271,Statistics,Asst Professor
NCSU,61,1-May-84,Professor,149953,Crop & Soil Sciences,Extension Specialist
NCSU,60,1-Jun-96,Professor,169758,Horticultural Science,Named Professor
NCSU,39,1-Jul-19,Assistant Professor,105000,Mechanical & Aerospace Engr,Asst Professor
NCSU,34,1-Jan-20,Assistant Professor,80000,"Textile Engineering, Chemistry",Asst Professor
NCSU,47,13-Jun-07,Professor,174300,Materials Science &Engineering,"Prof, Univ Faculty Scholar"
NCSU,52,1-Aug-04,Professor,138977,Dept Molecular Biomedical Scie,Professor
NCSU,49,1-Jul-16,Associate Professor,86100,School of Social Work,Assoc Professor
NCSU,41,29-Jul-16,Assistant Professor,129780,Dept of Clinical Sciences,Asst Professor
NCSU,61,15-Jun-00,Professor,121717,Physics,Professor
NCSU,53,1-Jul-06,Associate Professor,81987,TELS,Assoc Professor
NCSU,29,1-Jan-19,Assistant Professor,90000,Biological And Agricultural En,Asst Professor
NCSU,47,1-Jul-05,Associate Professor,88197,ELPHD,Assoc Professor
NCSU,70,27-Nov-07,Assistant Professor,91327.5,Economics-Poole COM,Teaching Asst Professor
NCSU,42,1-Sep-03,Assistant Professor,85000,Applied Ecology,Asst Professor
NCSU,54,1-Jan-98,Professor,117085,Biological And Agricultural En,Professor
NCSU,51,1-Jun-97,Associate Professor,106813,Electrical & Computer Engr.,Assoc Teaching Professor
NCSU,29,1-Jul-19,Assistant Professor,112000,Computer Science-engr,Asst Professor
NCSU,50,1-Aug-13,Associate Professor,102445,FREEDM Center,Research Assoc Professor
NCSU,65,1-Jul-89,Professor,161937,Mechanical & Aerospace Engr,Named Professor
NCSU,47,13-Oct-11,Professor,132214,Biological And Agricultural En,Professor
NCSU,59,15-Mar-05,Professor,128376,"Marine, Earth And Atmospheric",Professor
NCSU,62,1-Jul-01,Professor,110952,Communication,Professor
NCSU,45,1-Jul-16,Associate Professor,155500,Biomedical Program - ENG,Assoc Professor
NCSU,38,1-Jul-19,Assistant Professor,90000,Biological Sciences,Asst Professor
NCSU,35,1-Mar-17,Assistant Professor,65093,"Marine, Earth And Atmospheric",Research Asst Professor
NCSU,63,17-Oct-86,Professor,150172,Horticultural Science,Named Professor
NCSU,58,1-Jul-01,Professor,103524,Mathematics,Professor
NCSU,65,26-Mar-84,Professor,134934,Ag & Resource Economics,Extension Specialist
NCSU,43,1-Jul-19,Assistant Professor,43145,Foreign Languages And Literatu,Teaching Asst Professor
NCSU,56,16-Aug-98,Professor,119240,Statistics,Professor
NCSU,35,6-Jan-20,Assistant Professor,85000,"Food,Bioprocess & Nutrition Sc",Asst Professor
NCSU,41,1-Jul-05,Professor,156643,Ag & Resource Economics,Professor
NCSU,50,16-Aug-98,Professor,125234,Electrical & Computer Engr.,Professor
NCSU,39,16-Aug-13,Associate Professor,121800,Biological Sciences,Assoc Professor
NCSU,33,16-Nov-18,Assistant Professor,80000,"Textile Engineering, Chemistry",Asst Professor
NCSU,43,1-Jul-07,Professor,161952,Mechanical & Aerospace Engr,Professor
NCSU,31,1-Jul-19,Assistant Professor,115000,Dept of Clinical Sciences,"Research Asst Prof, Regen Med"
NCSU,63,16-Aug-90,Professor,183043,Mechanical & Aerospace Engr,Named Professor
NCSU,47,15-Feb-11,Associate Professor,82949,Public & International Affairs,Assoc Professor
NCSU,62,16-Aug-93,Professor,151091,History,Head
NCSU,38,1-Jul-20,Assistant Professor,80000,Communication,Asst Professor
NCSU,45,1-Jul-05,Professor,108450,Communication,"Professor, Univ Fac Scholar"
NCSU,56,1-Jul-99,Assistant Professor,95024,BTEC-Biomfg Training Ed Ctr,Teaching Asst Professor
NCSU,50,1-Jul-05,Professor,166056,Ag & Resource Economics,Professor
UNC-CH,38,1-Jul-15,Assistant Professor,152361,Peds-Hematology/Oncology,NODESCR
UNC-CH,63,1-Jan-99,Associate Professor,186430,Kenan-Flagler Bus Sch,Associate Professor
UNC-CH,69,1-Jul-08,Professor,175489.68,School of Journalism and Media,Professor
UNC-CH,51,1-Jul-06,Professor,127834,Psychology and Neuroscience,Professor
UNC-CH,71,1-Aug-88,Professor,199610,Nutrition,Professor
UNC-CH,53,1-Jul-99,Professor,115404.04,Mathematics,Associate Professor
UNC-CH,70,1-Nov-83,Associate Professor,155886,Medicine - Cardiology,Associate Professor
UNC-CH,36,1-Aug-13,Assistant Professor,113493.12,Peds-Hospital Medicine,Clinical Assistant Professor
UNC-CH,51,1-Dec-07,Assistant Professor,212529.01,Medicine Hospitalist,Clinical Assistant Professor
UNC-CH,64,1-Jul-90,Professor,260114,Med-Infectious Diseases,Professor
UNC-CH,39,1-Jul-12,Associate Professor,119000,SOG Sch of Government,Coates Dist. Term Assistant Professor
UNC-CH,58,28-Feb-00,Associate Professor,140655.04,Biostatistics - CSRL,Clinical  Associate Professor
UNC-CH,49,1-Jul-09,Associate Professor,107497.08,Anthropology,Assistant Professor
UNC-CH,53,1-May-01,Professor,146479,Genetics,Professor
UNC-CH,57,1-Jul-95,Associate Professor,81336.31,School of Journalism and Media,Associate Professor
UNC-CH,44,4-Jun-14,Professor,169040.04,SOP-DPMP,Associate Professor
UNC-CH,67,1-Jan-90,Professor,270000,Pediatrics - AHEC,Professor
UNC-CH,44,1-Jul-13,Assistant Professor,252450,Med-Pulmonary,Clinical Assistant Professor
UNC-CH,52,1-May-01,Assistant Professor,77259,Cell Biology and Physiology,Research Assistant Professor
UNC-CH,44,7-Jan-08,Associate Professor,97000,SW-School of Social Work,Director of Triangle Distance Education
UNC-CH,37,18-Mar-19,Assistant Professor,150000,Pathology Lab Med - Clinical,NODESCR
UNC-CH,38,1-Jul-14,Assistant Professor,122270,Economics,Assistant Professor
UNC-CH,77,1-Jul-82,Professor,218141,Sociology,Distinguished Professor/dept. chair
UNC-CH,70,1-Jul-05,Assistant Professor,46191.64,Biochemistry and Biophysics,Research Assistant Professor
UNC-CH,60,1-Aug-97,Professor,219000,Medicine-Internal Medicine,Clinical Professor
UNC-CH,67,1-Aug-17,Professor,136635,Sch of Nursing,Director
UNC-CH,56,28-Aug-95,Professor,415569.96,Physical Medicine Rehab,Clinical Assoc. Professor
UNC-CH,47,1-Jul-05,Associate Professor,82000.04,Communication,Assistant Professor
UNC-CH,41,1-Jul-08,Professor,155500,Chemistry,Associate Professor
UNC-CH,60,1-Jun-01,Professor,165447.76,Peds-AIR,Professor
UNC-CH,45,1-Aug-09,Associate Professor,94062,Psychology and Neuroscience,Assistant Professor
UNC-CH,44,1-Jul-10,Associate Professor,236468,Neonatal-Perinatal Medicine,Clinical Assistant Professor
UNC-CH,50,1-May-14,Professor,115599,Medicine-UNCP A Rheumatology,Research Professor
UNC-CH,70,1-Jul-79,Professor,77335,American Studies,Distinguished Professor
UNC-CH,63,1-Feb-89,Associate Professor,86354.04,Marine Sciences,Associate Professor
UNC-CH,42,1-Jan-09,Professor,154031,Computer Science,Associate Professor
UNC-CH,45,1-Jul-13,Associate Professor,320133,Radiology - Abdominal Imaging,Clinical Fellow
UNC-CH,63,1-Jun-09,Professor,157987,Radiology-Interventional Neuro,Clinical Professor
UNC-CH,52,1-Jul-05,Professor,111941,Religious Studies,Associate Professor
UNC-CH,43,1-Jul-14,Associate Professor,119644,Oral - Craniofacial Health Sci,Assistant Professor
UNC-CH,69,1-Jul-96,Professor,109267,Music,Professor
UNC-CH,59,1-Jul-97,Professor,132829.04,English and Comp Literature,Professor/Dept. Assoc. Chair
UNC-CH,60,1-Jan-94,Professor,192882,Computer Science,Distinguished Professor
UNC-CH,57,1-Jul-08,Associate Professor,92183,School of Education,Assistant Professor of Science Education
UNC-CH,66,31-Jan-09,Associate Professor,304500,Radiation Oncology - Rex,Clinical Associate Professor
UNC-CH,64,1-Jul-15,Professor,243295.08,Sch of Nursing,NODESCR
UNC-CH,50,1-Jul-05,Professor,97891,Music,Associate Professor
UNC-CH,52,1-Jul-03,Professor,184080.04,Sociology,Professor
UNC-CH,41,1-Oct-10,Assistant Professor,105516.67,SOP-Practice Advancement,Clinical Assistant Professor
UNC-CH,39,1-Jul-13,Associate Professor,102400.04,SW-School of Social Work,Assistant Professor
UNC-CH,57,1-Sep-00,Professor,219011,Cell Biology and Physiology,Professor
UNC-CH,43,1-Dec-12,Assistant Professor,88390,Pathology Lab Med - Research,Research Associate
UNC-CH,72,1-Dec-11,Professor,151931.04,Kenan-Flagler Bus Sch,Professor of the Practice
UNC-CH,44,1-Jul-13,Associate Professor,87427,Anthropology,Assistant Professor
UNC-CH,54,1-Jul-08,Assistant Professor,122400,Med-Infectious Diseases,Research Assistant Professor
UNC-CH,54,1-Jul-11,Associate Professor,153295,School of Law,Assistant Professor
UNC-CH,76,1-Sep-71,Professor,180408,Cell Biology and Physiology,Professor
UNC-CH,46,1-Jul-06,Professor,127420,Statistics and Operations Res,Associate Professor
UNC-CH,43,13-Jul-11,Associate Professor,103946.74,Sch of Inform and Libr Science,Assistant Professor
UNC-CH,67,1-Jul-94,Professor,134991,Religious Studies,Professor
UNC-CH,63,1-Oct-93,Professor,140663,Med-Pulmonary,Professor
UNC-CH,47,1-Mar-09,Associate Professor,238268.04,Medicine-Hematology,Assistant Professor
UNC-CH,51,1-Jul-04,Professor,120578.08,Psychology and Neuroscience,Associate Professor
UNC-CH,74,1-Dec-90,Professor,158166.44,Diagnostic Sciences,Professor
UNC-CH,59,1-Jan-95,Professor,125348,Marine Sciences,Professor
UNC-CH,53,2-Jan-03,Professor,202281.24,UNC Inst for the Environment,Research Associate Professor
UNC-CH,53,1-Feb-08,Associate Professor,185633.18,Family Medicine,Research Assistant Professor
UNC-CH,66,1-Jul-89,Professor,117287,Mathematics,Professor
UNC-CH,45,1-Jan-14,Associate Professor,81125,History,Assistant Professor
UNC-CH,51,1-Jan-12,Professor,155000,History,Associate Professor
UNC-CH,50,3-Nov-08,Associate Professor,105228.2,Medicine-Gastroenterology,Research Assistant Professor
UNC-CH,32,1-Sep-20,Assistant Professor,204999.96,Medicine-Oncology,NODESCR
UNC-CH,66,1-Jul-93,Professor,149397.08,School of Education,Assoc. Prof.
UNC-CH,35,1-Sep-15,Assistant Professor,246000,Critical Care Anesthesia,NODESCR
UNC-CH,37,1-Sep-20,Assistant Professor,165000,Family Medicine,NODESCR
UNC-CH,57,30-Nov-15,Associate Professor,799424,Neurosurgery - Offsite,NODESCR
UNC-CH,55,13-Aug-18,Assistant Professor,100000,Nutrition,NODESCR
UNC-CH,33,15-Jan-20,Assistant Professor,155200,Peds-Hospital Medicine,NODESCR
UNC-CH,42,10-Aug-14,Assistant Professor,161702.08,Comprehensive Oral Health,Clinical Assistant Professor
UNC-CH,48,1-Jan-14,Professor,209545,Epidemiology,Professor
UNC-CH,35,1-Jul-17,Assistant Professor,90000,Surgery - Cardiothoracic,NODESCR
UNC-CH,35,2-Sep-19,Assistant Professor,375000,Surgery - Pediatric,UNC-CH Student Assistant
UNC-CH,49,1-Jul-01,Professor,119974,School of Education,Professor
UNC-CH,41,1-Jul-19,Assistant Professor,180000,Med-Pulmonary,NODESCR
UNC-CH,42,1-Jul-12,Associate Professor,80935,Music,Assistant Professor of Percussion
UNC-CH,36,1-Aug-18,Assistant Professor,180000,Medicine Hospitalist,NODESCR
UNC-CH,51,18-Feb-19,Assistant Professor,150857,Comprehensive Oral Health,NODESCR
UNC-CH,45,1-Jul-10,Assistant Professor,93836.64,Sch of Nursing,Clinical Assistant Professor
UNC-CH,41,15-Sep-18,Assistant Professor,95000.08,Pharmacology,Post-Doc Research Associate
UNC-CH,63,1-Jul-92,Associate Professor,119667.92,Epidemiology,Clinical Associate Professor
UNC-CH,40,1-Mar-17,Assistant Professor,152000,Peds-Hematology/Oncology,UNC-CH Student Assistant
UNC-CH,42,29-Aug-16,Assistant Professor,206700,Psychiatry - General,NODESCR
UNC-CH,35,10-Jan-18,Assistant Professor,242000,General Anesthesia,UNC-CH Student Assistant
UNC-CH,46,30-Apr-13,Associate Professor,140367,SOG Sch of Government,Assistant Professor -Public Law and Gov.
UNC-CH,39,30-Jun-19,Associate Professor,214000,Neurology,NODESCR
UNC-CH,67,20-Oct-90,Professor,213203.04,Nutrition,Dir. Ctr. for Hlth. Promo. Disease Prev.
UNC-CH,33,20-Jul-15,Assistant Professor,92000,Radiation Oncology,NODESCR
UNC-CH,40,16-Jul-18,Assistant Professor,127200,Anesthesiology - Research,NODESCR
UNC-CH,43,1-Aug-19,Assistant Professor,140000,Med-ID Trnsplt Compromised Hst,NODESCR
UNC-CH,34,1-Jul-17,Assistant Professor,72500,Psychiatry - Research,Research Assistant
UNC-CH,33,1-Jul-18,Assistant Professor,98000,Political Science,NODESCR
UNC-CH,57,1-Dec-97,Associate Professor,153214,Maternal and Child Health,Research Assistant Professor
UNC-CH,34,31-Jul-17,Assistant Professor,119000,SOP-DPMP,NODESCR
UNC-CH,38,1-Jan-18,Assistant Professor,195000,Medicine-Internal Medicine,NODESCR
UNC-CH,70,1-Jul-08,Assistant Professor,41980.4,Kenan-Flagler Bus Sch,Clinical Assistant Professor
UNC-CH,44,1-Jan-17,Associate Professor,89325,Geography,NODESCR
UNC-CH,40,1-Jan-16,Assistant Professor,92453,Pathology Lab Med - Recharge,NODESCR
UNC-CH,48,1-Sep-19,Associate Professor,100000,Cell Biology and Physiology,NODESCR
UNC-CH,27,12-Aug-15,Assistant Professor,59500,SOP-CBMC,NODESCR
UNC-CH,52,27-Jul-09,Professor,328000,General Anesthesia,Clinical Professor
UNC-CH,38,1-Feb-15,Assistant Professor,212625,Medicine-Gastroenterology,Clinical Assistant Professor
UNC-CH,40,15-Aug-05,Assistant Professor,104990,Microbiology and Immunology,Research Assistant Professor
UNC-CH,42,6-May-19,Assistant Professor,190000,Psychiatry-WakeBrook ACT Team,NODESCR
UNC-CH,60,17-Aug-98,Professor,146507.25,Family Medicine,Clinical Associate Professor
UNC-CH,82,1-Jul-19,Professor,275000,Pathology Lab Med - Clinical,NODESCR
UNC-CH,32,1-Mar-16,Assistant Professor,64000,Pharmacology,NODESCR
UNC-CH,44,16-Nov-15,Assistant Professor,60000,Pharmacology,NODESCR
UNC-CH,45,1-Nov-20,Assistant Professor,375000,Medicine - Cardiology,NODESCR
UNC-CH,37,8-Sep-14,Assistant Professor,75000,Med-Nephrology,Postdoctoral Trainee
UNC-CH,39,1-Jan-15,Assistant Professor,83450,Chemistry,Assistant Professor
UNC-CH,62,8-Jul-15,Professor,305760,SOP-CICBDD,NODESCR
UNC-CH,33,1-Sep-17,Assistant Professor,95000,Maternal and Child Health,NODESCR
UNC-CH,39,1-Jul-16,Assistant Professor,86999.96,School of Journalism and Media,NODESCR
UNC-CH,44,30-Aug-09,Associate Professor,150012,Epidemiology,Assistant Professor
UNC-CH,36,22-Jun-15,Assistant Professor,90004.67,SOP-SGC Ctr for Chem Biology,NODESCR
UNC-CH,41,13-Jun-20,Assistant Professor,92000,Physics and Astronomy,NODESCR
UNC-CH,41,1-Jul-20,Assistant Professor,150000,Medicine-Endocrinology,NODESCR
UNC-CH,69,1-Jul-14,Professor,162258,Anthropology,Distinguished Professor
UNC-CH,62,1-Jul-08,Professor,126000.08,Classics,Professor
UNC-CH,52,1-May-13,Associate Professor,289000,Pediatric Anesthesia,Pediatric Anesthesiologist
UNC-CH,51,30-Jul-07,Professor,358200,OBGYN-GYN Oncology,Associate Professor
UNC-CH,50,1-Oct-05,Assistant Professor,109178.16,UNC Inst for the Environment,Research Associate
UNC-CH,60,1-Aug-13,Associate Professor,116696,Allied Health - OT,Clinical Associate Professor
UNC-CH,41,26-Aug-15,Assistant Professor,59961,Pathology Lab Med - Research,Post-Doctoral Research Associate
UNC-CH,40,1-Jul-12,Associate Professor,94000,Allied Health - OT,Assistant Professor
UNC-CH,63,1-Jul-08,Professor,126421,English and Comp Literature,Distinguished/Professor
UNC-CH,39,1-Sep-13,Associate Professor,100500,Psychiatry - Research,Clinical Assistant Professor
UNC-CH,42,1-Mar-17,Assistant Professor,300000,Medicine - Cardiology,NODESCR
UNC-CH,47,1-Aug-17,Assistant Professor,109842.67,Sch of Nursing,Graduate Teaching Assistant
UNC-CH,53,1-Jul-01,Professor,330687,Kenan-Flagler Bus Sch,Professor/Assoc Dean MBA Program
UNC-CH,71,1-Mar-89,Professor,251017,Biology,"Wm R Kenan, Jr Distinguished Professor"
UNC-CH,70,15-Jan-84,Professor,118035.77,Envir Sciences and Engineering,Professor
UNC-CH,38,1-Jul-14,Assistant Professor,87074,Political Science,Assistant Professor
UNC-CH,75,1-Jul-76,Professor,58705.5,Communication,Professor
UNC-CH,74,1-Jul-75,Professor,126135,Marine Sciences,Professor of  Marine Sciences
